algorithm,num_cities,cost_mean,cost_std,distance_mean,distance_std,time_mean,time_std,feasible_rate
ACO,25,499.4139316999448,0.13494638003205825,499.4139316999448,0.13494638003205825,13.720539110001118,2.121118887965546,1.0
ACO,50,662.4229190084691,1.7125925600519498,662.4229190084691,1.7125925600519498,11.612558669998544,1.9865712807870666,1.0
ACO,100,165446.31427770815,313990.5776903481,1048.5260950785053,23.692890287022184,30.67238580999983,4.75748788934902,0.3
PSO,25,1037501.4249559736,805260.4615375833,553.2853127286394,48.638828376566295,0.946296119998442,0.07016941889662157,0.1
PSO,50,17486253.118862726,3319200.9827016606,1004.433565340767,101.59059205913834,0.703314679999312,0.07485656543950142,0.0
PSO,100,52559853.96419321,11853334.961379347,1391.505991092196,64.74456184207921,1.2444768000015756,0.16176208712662996,0.0
TS,25,499.0391930410583,0.0,499.0391930410583,0.0,10.038839979998011,0.6436145079355532,1.0
TS,50,657.2053317002276,0.0,657.2053317002276,0.0,57.95722988000343,11.845350117884431,1.0
TS,100,1036.6824904110977,1.7848967671229599,1036.6824904110977,1.7848967671229599,502.995015840001,119.75564978339509,1.0
